annee;code_iris;nom_iris;numero_de_voie;indice_de_repetition;type_de_voie;libelle_de_voie;adresse;nombre_de_sites;consommation_annuelle_totale_de_ladresse_mwh;code_grand_secteur;code_categorie_consommation;code_secteur_naf2;code_commune;nom_commune;code_epci;code_departement;code_region;tri_des_adresses
2023;554840000;Septsarges (commune non irisée);;;;LIEU DIT BEAUREGARD;LIEU DIT BEAUREGARD;1;489.074;TERTIAIRE;ENT;61;55484;Septsarges;200066116;55;44;425934
2023;131060101;Fabregoules-Caillols-Rougière-Peyrards;;;RUE;DE L ETOILE;RUE DE L ETOILE;2;2741.878;TERTIAIRE;ENT;61;13106;Septèmes-les-Vallons;200054807;13;93;425954
2023;131060101;Fabregoules-Caillols-Rougière-Peyrards;;;TRAVERSE;DE L ORTF;TRAVERSE DE L ORTF;1;18.898;TERTIAIRE;ENT;61;13106;Septèmes-les-Vallons;200054807;13;93;425955
2023;595660000;Sequedin (commune non irisée);126;;RUE;CARNOT;126 RUE CARNOT;1;343.695;TERTIAIRE;ENT;61;59566;Sequedin;200093201;59;32;425999
2024;595600102;Centre 2;;;RUE;DESMAZIERES;RUE DESMAZIERES;1;406.628;TERTIAIRE;ENT;61;59560;Seclin;200093201;59;32;426029
2023;915930000;Sermaise (commune non irisée);;;;;;1;132.26;TERTIAIRE;ENT;61;91593;Sermaise;249100595;91;11;426090
2022;930710117;Perrin 2;;;RUE;DU BOUQUET;RUE DU BOUQUET;1;485.7;TERTIAIRE;ENT;61;93071;Sevran;200054781;93;11;426096
2024;084090301;Centre 1;;;;2 RUE MACDONALD;2 RUE MACDONALD;1;298.375;TERTIAIRE;ENT;61;08409;Sedan;200041630;08;44;426155
2024;084090401;Résidence Ardennes;;;DOMAINE;DE QUERIMONT;DOMAINE DE QUERIMONT;1;231.821;TERTIAIRE;ENT;61;08409;Sedan;200041630;08;44;426212
2023;645190000;Serres-Castet (commune non irisée);;;RUE;DE LARUNS;RUE DE LARUNS;2;228.663;TERTIAIRE;ENT;61;64519;Serres-Castet;200067239;64;75;426259
2022;042050000;Seyne (commune non irisée);;;;;;1;38.3;TERTIAIRE;ENT;61;04205;Seyne;200067437;04;93;426312
2022;042050000;Seyne (commune non irisée);;;;LES ESSARTS;LES ESSARTS;1;47.629;TERTIAIRE;ENT;61;04205;Seyne;200067437;04;93;426329
2023;774490000;Serris (commune non irisée);;;;CENTRE COMMERCIAL DISNEYLAND;CENTRE COMMERCIAL DISNEYLAND;1;67.227;TERTIAIRE;ENT;61;77449;Serris;247700339;77;11;426358
2022;384850106;Haut de la Commune;;;;LA TOUR SANS VENIN;LA TOUR SANS VENIN;1;321.065;TERTIAIRE;ENT;61;38485;Seyssinet-Pariset;200040715;38;84;426478
2022;384870000;Seyssuel (commune non irisée);;;;LTGM IG: 3848702 P102;LTGM IG: 3848702 P102;1;148.323;TERTIAIRE;ENT;61;38487;Seyssuel;200077014;38;84;426568
2024;192550000;Seilhac (commune non irisée);;;ROUTE;DU PUY DES FERRIERES;ROUTE DU PUY DES FERRIERES;1;147.18;TERTIAIRE;ENT;61;19255;Seilhac;241927201;19;75;426631
2024;774470000;Seine-Port (commune non irisée);;;;CENTRE DE ST ASSISE;CENTRE DE ST ASSISE;1;4787.105;TERTIAIRE;ENT;61;77447;Seine-Port;247700057;77;11;426664
2024;774470000;Seine-Port (commune non irisée);;;;ROUTE DE MORMANT;ROUTE DE MORMANT;1;1.766;TERTIAIRE;ENT;61;77447;Seine-Port;247700057;77;11;426672
2022;831270000;Signes (commune non irisée);;;;STE CROIX;STE CROIX;1;136.028;TERTIAIRE;ENT;61;83127;Signes;248300394;83;93;426791
2024;255390101;Le Criolet;;;RUE;DES CASERNES;RUE DES CASERNES;1;168.01;TERTIAIRE;ENT;61;25539;Seloncourt;200065647;25;27;426800
2024;524690000;Semoutiers-Montsaon (commune non irisée);;;;GARE PEAGE SAPRR SEMOUTIERS (A5);GARE PEAGE SAPRR SEMOUTIERS (A5);1;16.468;TERTIAIRE;ENT;61;52469;Semoutiers-Montsaon;200068658;52;44;426887
2023;930710117;Perrin 2;;;RUE;DU BOUQUET;RUE DU BOUQUET;1;362.978;TERTIAIRE;ENT;61;93071;Sevran;200054781;93;11;426927
2024;627870000;Sempy (commune non irisée);;;;;;1;114.406;TERTIAIRE;ENT;61;62787;Sempy;200044030;62;32;426935
2024;627870000;Sempy (commune non irisée);;;;UER CALAIS - SEMPY;UER CALAIS - SEMPY;1;19.035;TERTIAIRE;ENT;61;62787;Sempy;200044030;62;32;426937
2024;606120201;Villevert;4;;AVENUE;DE CREIL;4 AVENUE DE CREIL;1;195.622;TERTIAIRE;ENT;61;60612;Senlis;200066975;60;32;427069
2023;042050000;Seyne (commune non irisée);;;;;;1;38.39;TERTIAIRE;ENT;61;04205;Seyne;200067437;04;93;427160
2023;042050000;Seyne (commune non irisée);;;;LES ESSARTS;LES ESSARTS;1;47.927;TERTIAIRE;ENT;61;04205;Seyne;200067437;04;93;427178
2024;283730000;Senonches (commune non irisée);;;;LA HACHE;LA HACHE;1;124.89;TERTIAIRE;ENT;61;28373;Senonches;200069912;28;24;427260
2023;384850106;Haut de la Commune;;;;LA TOUR SANS VENIN;LA TOUR SANS VENIN;1;318.447;TERTIAIRE;ENT;61;38485;Seyssinet-Pariset;200040715;38;84;427318
2022;774530000;Sivry-Courtry (commune non irisée);;;;LES JARDINS DE SIVRY;LES JARDINS DE SIVRY;1;19.976;TERTIAIRE;ENT;61;77453;Sivry-Courtry;200070779;77;11;427330
2022;831290101;Roumagnan;;;;1 2 S O M M E T N O T R E D A M E;1 2 S O M M E T N O T R E D A M E;1;274.715;TERTIAIRE;ENT;61;83129;Six-Fours-les-Plages;248300543;83;93;427339
2022;831290201;Font de Fillol;;;;CENTRAL TELEPHONIQUE;CENTRAL TELEPHONIQUE;1;517.373;TERTIAIRE;ENT;61;83129;Six-Fours-les-Plages;248300543;83;93;427361
2024;893870112;Briand Leclerc;10;;BOULEVARD;DE VERDUN;10 BOULEVARD DE VERDUN;1;489.467;TERTIAIRE;ENT;61;89387;Sens;248900334;89;27;427394
2023;384870000;Seyssuel (commune non irisée);;;;LTGM IG: 3848702 P102;LTGM IG: 3848702 P102;1;145.767;TERTIAIRE;ENT;61;38487;Seyssuel;200077014;38;84;427411
2022;255470101;Centre;;;RUE;DE BELFORT;RUE DE BELFORT;1;519.784;TERTIAIRE;ENT;61;25547;Sochaux;200065647;25;27;427600
2023;831270000;Signes (commune non irisée);;;;STE CROIX;STE CROIX;1;128.596;TERTIAIRE;ENT;61;83127;Signes;248300394;83;93;427637
2022;774550000;Soignolles-en-Brie (commune non irisée);;;;R M E D U M O N;R M E D U M O N;1;78.591;TERTIAIRE;ENT;61;77455;Soignolles-en-Brie;200070779;77;11;427664
2024;554840000;Septsarges (commune non irisée);;;;999 SANS PRECISION;999 SANS PRECISION;1;539.338;TERTIAIRE;ENT;61;55484;Septsarges;200066116;55;44;427709
2024;554840000;Septsarges (commune non irisée);;;;LIEU DIT BEAUREGARD;LIEU DIT BEAUREGARD;1;482.895;TERTIAIRE;ENT;61;55484;Septsarges;200066116;55;44;427710
2024;131060101;Fabregoules-Caillols-Rougière-Peyrards;;;RUE;DE L ETOILE;RUE DE L ETOILE;2;2643.472;TERTIAIRE;ENT;61;13106;Septèmes-les-Vallons;200054807;13;93;427729
2024;131060101;Fabregoules-Caillols-Rougière-Peyrards;;;;LE PETIT SANGUIN;LE PETIT SANGUIN;1;9.883;TERTIAIRE;ENT;61;13106;Septèmes-les-Vallons;200054807;13;93;427755
2022;027220601;Chevreux;67;;ROUTE;DE CHEVREUX;67 ROUTE DE CHEVREUX;1;148.64;TERTIAIRE;ENT;61;02722;Soissons;240200477;02;32;427755
2024;595660000;Sequedin (commune non irisée);126;;RUE;CARNOT;126 RUE CARNOT;1;345.528;TERTIAIRE;ENT;61;59566;Sequedin;200093201;59;32;427773
2022;027220901;Gare;;;BOULEVARD;GAMBETTA;BOULEVARD GAMBETTA;1;461.108;TERTIAIRE;ENT;61;02722;Soissons;240200477;02;32;427852
2024;915930000;Sermaise (commune non irisée);;;;;;1;126.993;TERTIAIRE;ENT;61;91593;Sermaise;249100595;91;11;427863
2022;955980107;Petit Lac-Plaine Gavinot;63;;AVENUE;KELLERMANN;63 AVENUE KELLERMANN;1;1672.041;TERTIAIRE;ENT;61;95598;Soisy-sous-Montmorency;200056380;95;11;427997
2024;645190000;Serres-Castet (commune non irisée);;;RUE;DE LARUNS;RUE DE LARUNS;2;233.084;TERTIAIRE;ENT;61;64519;Serres-Castet;200067239;64;75;428028
2022;774570000;Solers (commune non irisée);;;;LA GROSSE HAIE;LA GROSSE HAIE;1;34.81;TERTIAIRE;ENT;61;77457;Solers;200070779;77;11;428057
2024;774490000;Serris (commune non irisée);;;;CENTRE COMMERCIAL DISNEYLAND;CENTRE COMMERCIAL DISNEYLAND;1;59.422;TERTIAIRE;ENT;61;77449;Serris;247700339;77;11;428124
2023;774530000;Sivry-Courtry (commune non irisée);;;;LES JARDINS DE SIVRY;LES JARDINS DE SIVRY;1;19.43;TERTIAIRE;ENT;61;77453;Sivry-Courtry;200070779;77;11;428177
2023;831290201;Font de Fillol;;;;CENTRAL TELEPHONIQUE;CENTRAL TELEPHONIQUE;1;372.051;TERTIAIRE;ENT;61;83129;Six-Fours-les-Plages;248300543;83;93;428194
2022;831300104;Est;;;;1 4   A V E N U E   L I O N;1 4 A V E N U E L I O N;1;123.604;TERTIAIRE;ENT;61;83130;Solliès-Pont;248300410;83;93;428246
2022;831300102;L'Enclos;;;;CD 548;CD 548;1;253.847;TERTIAIRE;ENT;61;83130;Solliès-Pont;248300410;83;93;428253
2023;831290101;Roumagnan;12;;ROUTE;DE NOTRE DAME DU MAI;12 ROUTE DE NOTRE DAME DU MAI;1;261.559;TERTIAIRE;ENT;61;83129;Six-Fours-les-Plages;248300543;83;93;428260
2022;595740104;Quartier des Cheminots-Chauffour;;;;B A T S O M A I N B D L M I C H;B A T S O M A I N B D L M I C H;1;212.405;TERTIAIRE;ENT;61;59574;Somain;245901152;59;32;428374
2023;255470101;Centre;;;RUE;DE BELFORT;RUE DE BELFORT;1;488.04;TERTIAIRE;ENT;61;25547;Sochaux;200065647;25;27;428438
2022;216110000;Sombernon (commune non irisée);;;;4 R U E G U S T A V E E I F F E L;4 R U E G U S T A V E E I F F E L;1;30.866;TERTIAIRE;ENT;61;21611;Sombernon;200039055;21;27;428446
2022;554920000;Sommedieue (commune non irisée);;;IMPASSE;DE LA DIEUE;IMPASSE DE LA DIEUE;1;59.094;TERTIAIRE;ENT;61;55492;Sommedieue;200066165;55;44;428489
2023;774550000;Soignolles-en-Brie (commune non irisée);;;FERME;MONT SAINT SEBASTIEN;FERME MONT SAINT SEBASTIEN;1;73.685;TERTIAIRE;ENT;61;77455;Soignolles-en-Brie;200070779;77;11;428510
2022;515450000;Sommesous (commune non irisée);;;;9 9 9   S A N S   P R E C I S I O N;9 9 9 S A N S P R E C I S I O N;1;13.326;TERTIAIRE;ENT;61;51545;Sommesous;200066876;51;44;428516
2023;027220601;Chevreux;67;;ROUTE;DE CHEVREUX;67 ROUTE DE CHEVREUX;1;133.864;TERTIAIRE;ENT;61;02722;Soissons;240200477;02;32;428583
2022;515500000;Sompuis (commune non irisée);;;;RELAIS HERTZIEN;RELAIS HERTZIEN;1;103.632;TERTIAIRE;ENT;61;51550;Sompuis;200034718;51;44;428586
2023;027220901;Gare;;;BOULEVARD;GAMBETTA;BOULEVARD GAMBETTA;1;456.032;TERTIAIRE;ENT;61;02722;Soissons;240200477;02;32;428696
2024;930710117;Perrin 2;;;RUE;DU BOUQUET;RUE DU BOUQUET;1;267.18;TERTIAIRE;ENT;61;93071;Sevran;200054781;93;11;428714
2023;955980107;Petit Lac-Plaine Gavinot;63;;AVENUE;KELLERMANN;63 AVENUE KELLERMANN;1;1554.216;TERTIAIRE;ENT;61;95598;Soisy-sous-Montmorency;200056380;95;11;428848
2023;774570000;Solers (commune non irisée);;;;LA GROSSE HAIE;LA GROSSE HAIE;1;37.265;TERTIAIRE;ENT;61;77457;Solers;200070779;77;11;428909
2024;042050000;Seyne (commune non irisée);;;;;;1;36.726;TERTIAIRE;ENT;61;04205;Seyne;200067437;04;93;428945
2024;042050000;Seyne (commune non irisée);;;;LES ESSARTS;LES ESSARTS;1;48.796;TERTIAIRE;ENT;61;04205;Seyne;200067437;04;93;428961
2022;841290201;Générat;;;;R U E   M A I L L A N D E;R U E M A I L L A N D E;1;185.425;TERTIAIRE;ENT;61;84129;Sorgues;248400293;84;93;429056
2023;831300102;L'Enclos;;;;CD 548;CD 548;1;227.059;TERTIAIRE;ENT;61;83130;Solliès-Pont;248300410;83;93;429100
2024;384850106;Haut de la Commune;;;;LA TOUR SANS VENIN;LA TOUR SANS VENIN;1;308.788;TERTIAIRE;ENT;61;38485;Seyssinet-Pariset;200040715;38;84;429100
2023;831300104;Est;14;;AVENUE;DU LION;14 AVENUE DU LION;1;123.987;TERTIAIRE;ENT;61;83130;Solliès-Pont;248300410;83;93;429148
2022;893980000;Sormery (commune non irisée);;;;STATION HERTZIENNE;STATION HERTZIENNE;1;44.956;TERTIAIRE;ENT;61;89398;Sormery;200067304;89;27;429164
2024;384870000;Seyssuel (commune non irisée);;;;LTGM IG: 3848702 P102;LTGM IG: 3848702 P102;1;143.366;TERTIAIRE;ENT;61;38487;Seyssuel;200077014;38;84;429189
2022;661960000;Sorède (commune non irisée);;;;PIC DE NEULOS;PIC DE NEULOS;1;247.396;TERTIAIRE;ENT;61;66196;Sorède;200043602;66;76;429205
2023;595740104;Quartier des Cheminots-Chauffour;;;BOULEVARD;LOUISE MICHEL;BOULEVARD LOUISE MICHEL;1;179.176;TERTIAIRE;ENT;61;59574;Somain;245901152;59;32;429254
2023;216110000;Sombernon (commune non irisée);4;;RUE;GUSTAVE EIFFEL;4 RUE GUSTAVE EIFFEL;1;29.82;TERTIAIRE;ENT;61;21611;Sombernon;200039055;21;27;429307
2023;554920000;Sommedieue (commune non irisée);;;IMPASSE;DE LA DIEUE;IMPASSE DE LA DIEUE;1;57.771;TERTIAIRE;ENT;61;55492;Sommedieue;200066165;55;44;429341
2023;515450000;Sommesous (commune non irisée);;;;999 SANS PRECISION;999 SANS PRECISION;1;11.49;TERTIAIRE;ENT;61;51545;Sommesous;200066876;51;44;429369
2022;766810101;Émile Zola;187;;RUE;LEON BLUM;187 RUE LEON BLUM;1;52.547;TERTIAIRE;ENT;61;76681;Sotteville-lès-Rouen;200023414;76;28;429371
2022;766810110;Bertel;355;;RUE;VICTOR HUGO;355 RUE VICTOR HUGO;1;316.122;TERTIAIRE;ENT;61;76681;Sotteville-lès-Rouen;200023414;76;28;429403
2024;831270000;Signes (commune non irisée);;;;STE CROIX;STE CROIX;1;135.715;TERTIAIRE;ENT;61;83127;Signes;248300394;83;93;429417
2023;515500000;Sompuis (commune non irisée);;;;RELAIS HERTZIEN;RELAIS HERTZIEN;1;131.664;TERTIAIRE;ENT;61;51550;Sompuis;200034718;51;44;429435
2022;893990000;Soucy (commune non irisée);;;;S I T E   S A P R R   D E   S O U C Y;S I T E S A P R R D E S O U C Y;1;14.309;TERTIAIRE;ENT;61;89399;Soucy;248900334;89;27;429507
2022;515550000;Soudé (commune non irisée);;;;R N 4 / R D 5 1 2;R N 4 / R D 5 1 2;1;51.691;TERTIAIRE;ENT;61;51555;Soudé;200066876;51;44;429543
2023;841290201;Générat;;;RUE;MAILLAUDE;RUE MAILLAUDE;1;165.053;TERTIAIRE;ENT;61;84129;Sorgues;248400293;84;93;429883
2022;774580101;La Vallée;;;;CD 207;CD 207;1;23.366;TERTIAIRE;ENT;61;77458;Souppes-sur-Loing;200023919;77;11;429955
2024;774530000;Sivry-Courtry (commune non irisée);;;;LA FOSSE AU COQ AUTOROUTE A5;LA FOSSE AU COQ AUTOROUTE A5;1;22.85;TERTIAIRE;ENT;61;77453;Sivry-Courtry;200070779;77;11;429957
2024;831290201;Font de Fillol;;;;CENTRAL TELEPHONIQUE;CENTRAL TELEPHONIQUE;1;251.466;TERTIAIRE;ENT;61;83129;Six-Fours-les-Plages;248300543;83;93;429978
2023;893980000;Sormery (commune non irisée);;;;STATION HERTZIENNE;STATION HERTZIENNE;1;43.815;TERTIAIRE;ENT;61;89398;Sormery;200067304;89;27;430006
2024;831290101;Roumagnan;12;;ROUTE;DE NOTRE DAME DU MAI;12 ROUTE DE NOTRE DAME DU MAI;1;270.525;TERTIAIRE;ENT;61;83129;Six-Fours-les-Plages;248300543;83;93;430039
2023;661960000;Sorède (commune non irisée);;;;PIC DE NEULOS;PIC DE NEULOS;1;248.157;TERTIAIRE;ENT;61;66196;Sorède;200043602;66;76;430047
2024;831290201;Font de Fillol;262;;CHEMIN;DES HOIRS;262 CHEMIN DES HOIRS;1;72.423;TERTIAIRE;ENT;61;83129;Six-Fours-les-Plages;248300543;83;93;430051
2022;403100102;Ouest;;;;;;1;144.048;TERTIAIRE;ENT;61;40310;Soustons;244000865;40;75;430118
2023;766810101;Émile Zola;187;;RUE;LEON BLUM;187 RUE LEON BLUM;1;52.137;TERTIAIRE;ENT;61;76681;Sotteville-lès-Rouen;200023414;76;28;430212
2024;255470101;Centre;;;RUE;DE BELFORT;RUE DE BELFORT;1;448.019;TERTIAIRE;ENT;61;25547;Sochaux;200065647;25;27;430221
2023;766810110;Bertel;355;;RUE;VICTOR HUGO;355 RUE VICTOR HUGO;1;330.698;TERTIAIRE;ENT;61;76681;Sotteville-lès-Rouen;200023414;76;28;430246
2024;774550000;Soignolles-en-Brie (commune non irisée);;;FERME;MONT SAINT SEBASTIEN;FERME MONT SAINT SEBASTIEN;1;72.175;TERTIAIRE;ENT;61;77455;Soignolles-en-Brie;200070779;77;11;430292
2023;893990000;Soucy (commune non irisée);;;;SITE SAPRR DE SOUCY;SITE SAPRR DE SOUCY;1;13.779;TERTIAIRE;ENT;61;89399;Soucy;248900334;89;27;430346
2024;027220601;Chevreux;67;;ROUTE;DE CHEVREUX;67 ROUTE DE CHEVREUX;1;125.503;TERTIAIRE;ENT;61;02722;Soissons;240200477;02;32;430365
2023;515550000;Soudé (commune non irisée);;;;RN4/RD512;RN4/RD512;1;48.302;TERTIAIRE;ENT;61;51555;Soudé;200066876;51;44;430384
2024;027220901;Gare;;;BOULEVARD;GAMBETTA;BOULEVARD GAMBETTA;1;453.784;TERTIAIRE;ENT;61;02722;Soissons;240200477;02;32;430482
2024;955980107;Petit Lac-Plaine Gavinot;63;;AVENUE;KELLERMANN;63 AVENUE KELLERMANN;1;1290.628;TERTIAIRE;ENT;61;95598;Soisy-sous-Montmorency;200056380;95;11;430629
2023;852840000;Soullans (commune non irisée);2;B;RUE;DES ACACIAS;2 B RUE DES ACACIAS;1;42.597;TERTIAIRE;ENT;61;85284;Soullans;248500258;85;52;430653
2024;774570000;Solers (commune non irisée);;;;LA GROSSE HAIE;LA GROSSE HAIE;1;38.049;TERTIAIRE;ENT;61;77457;Solers;200070779;77;11;430689
2023;774580101;La Vallée;;;;CD 207;CD 207;1;28.378;TERTIAIRE;ENT;61;77458;Souppes-sur-Loing;200023919;77;11;430795
2024;146750000;Soliers (commune non irisée);;;RUE;BREHOLLES;RUE BREHOLLES;1;67.012;TERTIAIRE;ENT;61;14675;Soliers;200065597;14;28;430838
2024;831300102;L'Enclos;;;;CD 548;CD 548;1;206.521;TERTIAIRE;ENT;61;83130;Solliès-Pont;248300410;83;93;430887
2024;831300104;Est;14;;AVENUE;DU LION;14 AVENUE DU LION;1;165.398;TERTIAIRE;ENT;61;83130;Solliès-Pont;248300410;83;93;430935
2022;940710102;La Fosse Rouge;37;B;ALLEE;DES CYTISES;37 B ALLEE DES CYTISES;1;263.067;TERTIAIRE;ENT;61;94071;Sucy-en-Brie;200054781;94;11;430951
2023;403100102;Ouest;;;;;;1;130.898;TERTIAIRE;ENT;61;40310;Soustons;244000865;40;75;430958
2024;831320000;Solliès-Ville (commune non irisée);;;RUE;DE LA CHAPELLE;RUE DE LA CHAPELLE;1;213.549;TERTIAIRE;ENT;61;83132;Solliès-Ville;248300410;83;93;430971
2024;595740104;Quartier des Cheminots-Chauffour;;;BOULEVARD;LOUISE MICHEL;BOULEVARD LOUISE MICHEL;1;152.94;TERTIAIRE;ENT;61;59574;Somain;245901152;59;32;431031
2024;216110000;Sombernon (commune non irisée);4;;RUE;GUSTAVE EIFFEL;4 RUE GUSTAVE EIFFEL;1;28.654;TERTIAIRE;ENT;61;21611;Sombernon;200039055;21;27;431085
2024;554920000;Sommedieue (commune non irisée);;;;LA FIN DE DIEUE;LA FIN DE DIEUE;1;67.567;TERTIAIRE;ENT;61;55492;Sommedieue;200066165;55;44;431119
2024;515450000;Sommesous (commune non irisée);;;;999 SANS PRECISION;999 SANS PRECISION;1;10.576;TERTIAIRE;ENT;61;51545;Sommesous;200066876;51;44;431147
2023;163740105;Soyaux Nord;;;RUE;ROMAIN ROLLAND;RUE ROMAIN ROLLAND;1;65.594;TERTIAIRE;ENT;61;16374;Soyaux;200071827;16;75;431166
2024;515500000;Sompuis (commune non irisée);;;;RELAIS HERTZIEN;RELAIS HERTZIEN;1;135.516;TERTIAIRE;ENT;61;51550;Sompuis;200034718;51;44;431216
2022;920730102;Carnot Gambetta 1;63;;RUE;CARNOT;63 RUE CARNOT;1;659.683;TERTIAIRE;ENT;61;92073;Suresnes;200054781;92;11;431297
2022;920730114;République 1;5;;RUE;DU CHEMIN VERT;5 RUE DU CHEMIN VERT;1;27.375;TERTIAIRE;ENT;61;92073;Suresnes;200054781;92;11;431391
2022;920730103;République 2;11;;RUE;DU CHEMIN VERT;11 RUE DU CHEMIN VERT;1;28.006;TERTIAIRE;ENT;61;92073;Suresnes;200054781;92;11;431392
2024;841290201;Générat;;;RUE;MAILLAUDE;RUE MAILLAUDE;1;139.74;TERTIAIRE;ENT;61;84129;Sorgues;248400293;84;93;431672
2022;084320000;Sury (commune non irisée);;;;CENTRE EMETTEUR TV;CENTRE EMETTEUR TV;1;1257.096;TERTIAIRE;ENT;61;08432;Sury;200067759;08;44;431736
2024;893980000;Sormery (commune non irisée);;;;STATION HERTZIENNE;STATION HERTZIENNE;1;43.267;TERTIAIRE;ENT;61;89398;Sormery;200067304;89;27;431786
2023;940710102;La Fosse Rouge;37;B;ALLEE;DES CYTISES;37 B ALLEE DES CYTISES;1;239.51;TERTIAIRE;ENT;61;94071;Sucy-en-Brie;200054781;94;11;431792
2024;661960000;Sorède (commune non irisée);;;;PIC DE NEULOS;PIC DE NEULOS;1;209.67;TERTIAIRE;ENT;61;66196;Sorède;200043602;66;76;431829
2024;766810101;Émile Zola;187;;RUE;LEON BLUM;187 RUE LEON BLUM;1;49.078;TERTIAIRE;ENT;61;76681;Sotteville-lès-Rouen;200023414;76;28;431998
2024;766810110;Bertel;355;;RUE;VICTOR HUGO;355 RUE VICTOR HUGO;1;311.092;TERTIAIRE;ENT;61;76681;Sotteville-lès-Rouen;200023414;76;28;432031
2022;343010501;Zones Industrielles;;;IMPASSE;DU CREUSOT;IMPASSE DU CREUSOT;1;9.516;TERTIAIRE;ENT;61;34301;Sète;200066355;34;76;432047
2022;343011001;La Gare;;;RUE;HOCHE;RUE HOCHE;1;306.863;TERTIAIRE;ENT;61;34301;Sète;200066355;34;76;432105
2023;920730102;Carnot Gambetta 1;63;;RUE;CARNOT;63 RUE CARNOT;1;588.296;TERTIAIRE;ENT;61;92073;Suresnes;200054781;92;11;432109
2024;893990000;Soucy (commune non irisée);;;ROUTE;DE LA CHAPELLE;ROUTE DE LA CHAPELLE;1;18.052;TERTIAIRE;ENT;61;89399;Soucy;248900334;89;27;432122
2024;893990000;Soucy (commune non irisée);;;;SITE SAPRR DE SOUCY;SITE SAPRR DE SOUCY;1;12.263;TERTIAIRE;ENT;61;89399;Soucy;248900334;89;27;432128
2022;343010902;Pont-Levis-Centre Commercial;;;RUE;PAUL VALERY;RUE PAUL VALERY;1;342.109;TERTIAIRE;ENT;61;34301;Sète;200066355;34;76;432155
2024;515550000;Soudé (commune non irisée);;;;RN4/RD512;RN4/RD512;1;40.721;TERTIAIRE;ENT;61;51555;Soudé;200066876;51;44;432168
2023;920730114;République 1;5;;RUE;DU CHEMIN VERT;5 RUE DU CHEMIN VERT;1;25.571;TERTIAIRE;ENT;61;92073;Suresnes;200054781;92;11;432214
2023;920730103;République 2;11;;RUE;DU CHEMIN VERT;11 RUE DU CHEMIN VERT;1;24.975;TERTIAIRE;ENT;61;92073;Suresnes;200054781;92;11;432215
2024;852840000;Soullans (commune non irisée);2;B;RUE;DES ACACIAS;2 B RUE DES ACACIAS;1;82.387;TERTIAIRE;ENT;61;85284;Soullans;248500258;85;52;432438
2024;774580101;La Vallée;;;;CD 207;CD 207;1;42.446;TERTIAIRE;ENT;61;77458;Souppes-sur-Loing;200023919;77;11;432579
2024;774580101;La Vallée;;;;CD 207 - ROUTE DE CHATEAU LANDON;CD 207 - ROUTE DE CHATEAU LANDON;1;175.365;TERTIAIRE;ENT;61;77458;Souppes-sur-Loing;200023919;77;11;432580
2023;084320000;Sury (commune non irisée);;;;CENTRE EMETTEUR TV;CENTRE EMETTEUR TV;1;1210.277;TERTIAIRE;ENT;61;08432;Sury;200067759;08;44;432588
2024;403100102;Ouest;;;;;;1;115.779;TERTIAIRE;ENT;61;40310;Soustons;244000865;40;75;432743
2023;343010501;Zones Industrielles;;;IMPASSE;DU CREUSOT;IMPASSE DU CREUSOT;1;9.819;TERTIAIRE;ENT;61;34301;Sète;200066355;34;76;432890
2022;674620109;Sud-Est;;;;C E N T R E   E M E T T E U R;C E N T R E E M E T T E U R;1;20.63;TERTIAIRE;ENT;61;67462;Sélestat;246700967;67;44;432929
2023;343011001;La Gare;;;RUE;HOCHE;RUE HOCHE;1;297.112;TERTIAIRE;ENT;61;34301;Sète;200066355;34;76;432957
2024;163740105;Soyaux Nord;;;RUE;ROMAIN ROLLAND;RUE ROMAIN ROLLAND;1;62.604;TERTIAIRE;ENT;61;16374;Soyaux;200071827;16;75;432957
2023;343010902;Pont-Levis-Centre Commercial;;;RUE;JULES DUMONT D URVILLE;RUE JULES DUMONT D URVILLE;1;364.418;TERTIAIRE;ENT;61;34301;Sète;200066355;34;76;432977
2022;674620107;Nord-Ouest;;;RUE;DU NIDECK;RUE DU NIDECK;1;288.87;TERTIAIRE;ENT;61;67462;Sélestat;246700967;67;44;433049
2022;674620109;Sud-Est;;;;RUE DU RUNTZFELD;RUE DU RUNTZFELD;1;128.41;TERTIAIRE;ENT;61;67462;Sélestat;246700967;67;44;433074
2022;654170000;Séméac (commune non irisée);30;;RUE;EDOUARD DALLAS;30 RUE EDOUARD DALLAS;1;209.594;TERTIAIRE;ENT;61;65417;Séméac;200069300;65;76;433127
2022;606160000;Sérifontaine (commune non irisée);;;;CH RURAL DIT DE LA SOLE;CH RURAL DIT DE LA SOLE;1;30.231;TERTIAIRE;ENT;61;60616;Sérifontaine;246000913;60;32;433336
2022;342990102;Sud;;;AVENUE;DE LA PLAGE;AVENUE DE LA PLAGE;1;186.302;TERTIAIRE;ENT;61;34299;Sérignan;243400769;34;76;433384
2022;515350101;Nord-Ouest-Centre;;;;999 SANS PRECISION;999 SANS PRECISION;1;74.454;TERTIAIRE;ENT;61;51535;Sézanne;200066835;51;44;433576
2024;940710102;La Fosse Rouge;37;B;ALLEE;DES CYTISES;37 B ALLEE DES CYTISES;1;198.364;TERTIAIRE;ENT;61;94071;Sucy-en-Brie;200054781;94;11;433586
2022;515350101;Nord-Ouest-Centre;;;RUE;LEON JOLLY;RUE LEON JOLLY;1;143.803;TERTIAIRE;ENT;61;51535;Sézanne;200066835;51;44;433619
